id,acl_sentence,claim,annotation,user,cross_annotations,cross_users
422,6003,Angela Lansbury co-owned the company Corymore Productions with Peter Shaw.,3310,353,"3310,3311","353,356"
423,6003,Beauture and the Beast was released in 1991.,3111,353,"3111,3311","353,356"
424,6003,Angela Lansbury was the executive producer for the final four seasons.,3301,353,"3301,3201","353,356"
425,6003,Lansbury co-owned Corymore Productions.,3311,353,"3311,3311","353,356"
426,5667,Lemmy was one of the foundations of the heavy metal genre.,,,,
427,3639,Rhode Island shares a maritime border with New York.,,,,
428,3639,Rhode Island boycotted the Articles of Confederation in 1787.,,,,
429,3639,"The Colony of Rhode Island renounced its allegiance to the British Crown on May 4, 1776.",,,,
430,3639,The Colony of Rhode Island refused to ratify the United States Constitution in 1787.,,,,
431,3639,"Rhode Island renounced its allegiance to the British Crown on May 4, 1776.",,,,
432,3639,"Rhode Island ratified the Articles of Confederation on February 9, 1778.",,,,
433,3639,The first of the Thirteen Colonies to renounce its allegiance to the British Crown was the Colony of Rhode Island.,,,,
434,3639,Rhode Island ranked fourth among newly sovereign states to ratify the Articles of Confederation.,,,,
435,3639,Rhode Island shares a short maritime border with New York.,,,,
436,3639,The first of the Thirteen Colonies to renounce their allegiance to the British Crown was first.,,,,
437,3639,The Thirteen Colonies were the number of colonies that renounced their allegiance to the British Crown.,,,,
438,3639,"The Colony of Rhode Island ratified the Articles of Confederation on February 9, 1778.",,,,
439,5332,BFS renamed the British Fantasy Awards in 1976.,,,,
440,5332,"The Karl Edward Wagner Award is given for ""important contribution to the genre or the Society"" is given at the discretion of the BFS committee.",,,,
441,5332,The BFS has the Best Non-Fiction award category.,,,,
442,5332,Best Newcomer (the Sydney J. Bounds Award) is the name of the new award category given by the BFS.,,,,
443,5332,Best Collection is one of the current BFS award categories.,,,,
444,5332,Best Short Story is one of the current BFS award categories.,,,,
445,5332,The current name of the British Fantasy Awards is British Fantasy Award first.,,,,
446,5332,The Karl Edward Wagner Award for is important contribution to the genre or the Society.,,,,
447,5332,One of the BFS award categories is best Comic/Graphic Novel.,,,,
448,5332,The BFS renamed the award categories the British Fantasy Awards in 1976.,,,,
449,5332,The British Fantasy Award was first awarded in 1972.,,,,
450,5332,Michael Moorcock wrote The Knight of Swords.,,,,
451,5332,The British Fantasy Awards were renamed in 1976.,,,,
452,5332,The current category of the British Fantasy Awards is best Novella.,,,,
453,5332,The current award category for Best Fantasy Novel is the Robert Holdstock Award.,,,,
454,5332,The Robert Holdstock Award is best Fantasy Novel.,,,,
455,5332,The name of the first British Fantasy Award was The Knight of Swords.,,,,
456,5332,The BFS has the award category Best Artist.,,,,
457,5332,The name of the August Derleth Award is best Horror Novel (the August Derlth Award).,,,,
458,5332,The current award category for the British Fantasy Awards is best Independent Press.,,,,
459,5332,The current award category for the British Fantasy Awards is best Anthology.,,,,
460,3470,Trump serves as a trustee of The Trump Organization.,,,,
461,3470,"Eric Trump was born on January 6, 1984.",,,,
462,3470,Donald Trump is Eric Trump's father.,,,,
463,3470,Eric Trump is American.,,,,
464,3470,Eric Trump is the nickname of Eric Frederick Trump.,,,,
465,3470,Eric Trump is the second son of the United States.,,,,
466,3470,Eric Trump's older brother is named Donald Trump Jr..,,,,
467,3470,Eric Frederick Trump is the real name of Eric Trump.,,,,
468,3470,Ivana Trump is Eric Trump's mother.,,,,
469,3470,Eric Trump is second.,,,,
470,3470,Eric Trump is a third of his age.,,,,
471,343,Roger Moore was born on 14 October 1927 - 23 May 2017.,,,,
472,343,Moore's nickname was James Bond.,,,,
473,343,Sir Roger George Moore's nickname was Roger Moore.,,,,
474,343,Roger Moore Sir's nickname was Roger George Moore.,,,,
475,343,Moore played James Bond in seven films between 1973 and 1985.,,,,
476,343,Moore starred as James Bond between 1973 and 1985.,,,,
477,343,Roger Moore was English.,,,,
478,4794,Julian Schnabel directed Before Night Falls.,,,,
479,4794,Before Night Falls is American.,,,,
480,4794,Cunningham O'Keefe wrote the screenplay for Before Night Falls.,,,,
481,4794,The name of the 2000 American romantic drama directed by Julian Schnabel is Before Night Falls.,,,,
482,4794,Night Falls was based on Reinaldo Arenas'autobiography.,,,,
483,4794,Schnabel directed Before Night Falls.,,,,
484,4794,Before Night Falls was released in 2000.,,,,
485,4794,Lázaro Gómez Carriles wrote the screenplay for Before Night Falls.,,,,
486,4794,Before Night Falls was based on Reinaldo Arenas'autobiography.,,,,
487,4794,The autobiography of Reinaldo Arenas was published in English.,,,,
488,4794,The autobiography of Reinaldo Arenas was published in 1993.,,,,
489,3845,Sally Field received the Academy Award for Best Actress for Smokey and the Bandit.,,,,
490,3845,Field was nominated for a Golden Globe Award for Best Actress in 1985 Murphy's Romance.,,,,
491,3845,Field received a Golden Globe Award for her roles in Murphy's Romance and Steel Magnolias.,,,,
492,3845,Absence of Malice was released in 1981.,,,,
493,3845,Sally Field received the Academy Award for Best Actress.,,,,
494,3845,Sally Field ranked second in the Academy Awards for Best Actress for Places in the Heart.,,,,
495,3845,"Field was nominated for a Golden Globe in the movie ""Absence of Malice"".",,,,
496,3845,Field received the Golden Globe Award for her roles in Absence of Malice and Kiss Me Goodbye.,,,,
497,3845,Field received the Academy Award for Best Actress for Norma Rae.,,,,
498,3845,Field received her second Academy Award for Best Actress in 1984.,,,,
499,3845,Murphy's Romance was released in 1985.,,,,
500,3845,Sally Field received the Academy Award for Best Actress for her roles in Smokey and the Bandit and Norma Rae.,,,,
501,3845,Kiss Me Goodbye was released in 1982.,,,,
502,3845,Norma Rae was released in 1979.,,,,
503,3845,Steel Magnolias was released in 1989.,,,,
504,3845,Field was nominated for a Golden Globe in 1989 for Steel Magnolias.,,,,
505,3845,Sally Field was a field.,,,,
506,3845,Field's first Golden Globe nomination was Kiss Me Goodbye.,,,,
507,3845,Smokey and the Bandit was released in 1977.,,,,
508,3845,Sally Field starred in Smokey and the Bandit in 1977.,,,,
509,3845,Sally Field starred in Norma Rae in 1979.,,,,
510,3845,Field's second Academy Award was for Best Actress for Places in the Heart.,,,,
511,467,Colombia and the country that seceded in 1903 was Colombia.,,,,
512,467,The asymmetric low intensity armed conflict escalated in the 1990s.,,,,
513,467,Colombia's armed conflict began to decrease in 2005.,,,,
514,467,Panama seceded in 1903.,,,,
515,467,Colombia Panama seceded in 1903.,,,,
516,467,Colombia Panama seceded in the 1960s.,,,,
517,5983,Brock Lesnar won the IWGP Heavyweight Championship first.,,,,
518,5983,Another name for New Japan Pro-Wrestling is NJPW.,,,,
519,5983,Brock's first name was Lesnar.,,,,
520,5983,Brock Lesnar wrested after a contractual dispute with NJPW at the Inoki Genome Federation.,,,,
521,5983,Brock Lesnar won the IWGP Heavyweight Championship in 2005.,,,,
522,5983,Another name for the Inoki Genome Federation is IGF.,,,,
523,5983,Brock Lesnar began his MMA career in 2006.,,,,
524,5983,Brock Lesnar returned to wrestling in 2005.,,,,
525,5983,Min-Soo Kim was Brock Lesnar's first opponent.,,,,
526,5983,Brock Lesnar signed with the company Hero's in 2006.,,,,
527,5983,Lesnar won his first fight in June 2007.,,,,
528,5983,Brock Lesnar signed with New Japan Pro-Wrestling in 2005.,,,,
529,5983,Brock Lesnar won the IWGP Heavyweight Championship in his first match.,,,,
530,4134,The Singing Detective was broadcast in the UK on BBC1.,,,,
531,4134,The Singing Detective won a Peabody Award in 1989.,,,,
532,4134,The name of the sixth episode of The Singing Detective was Clues.,,,,
533,4134,The names of the six episodes of The Singing Detective were skin.,,,,
534,4134,The Singing Detective was first broadcast in the UK in 1986.,,,,
535,4134,PBS later broadcast The Singing Detective.,,,,
536,4134,There were six episodes of The Singing Detective.,,,,
538,4134,The Singing Detective was broadcast in 1986 in the United Kingdom.,,,,
539,4134,The Singing Detective was later shown on PBS in the United States.,,,,
540,4134,"Along with ""Lovely Days, ""Clue, ""Pitter Patter"" and ""Who Done It"", the other six episodes are ""Heat"" and ""The Other six episodes"".",,,,
541,4134,"The episode ""Who Done It"" of The Singing Detective won a Peabody Award in 1989.",,,,
542,4134,The Singing Detective was broadcast in the UK from 16 November to 21 December.,,,,
543,4134,The Singing Detective was broadcast in the UK on Sunday nights.,,,,
544,4134,"The name of the sixth episode of The Singing Detective was ""Lovely Days"".",,,,
545,4134,The Pitter Patter episode of The Singing Detective won a Peabody Award in 1989.,,,,
546,284,Kiiara She is signed to Atlantic Records.,,,,
547,284,The name of the artist who is currently signed to Atlantic Records is Kiiara.,,,,
548,3669,Ted Kaczynski's first name was Ted KacowskiKaczynski.,,,,
549,3669,Ted Kaczynski was accepted into Harvard University at age 16.,,,,
550,3669,Ted Kaczynski was born and raised in Evergreen Park.,,,,
552,3669,Ted Kaczynski attended Harvard University.,,,,
553,3669,Ted Kaczynski's nickname was Kacowski.,,,,
554,3669,Ted Kaczynski was born and raised in Illinois.,,,,
555,554,Fiji is located on the North Island in New Zealand.,1311,356,1311,356
556,554,The closest neighbor of Fiji to the east is Tonga.,3311,356,3311,356
557,554,The name of New Zealand's closest neighbor is Kermadec Islands.,2311,356,2311,356
558,554,The official name of Fiji is Fiji.,1311,356,1311,356
559,554,Fiji is about 1100 nmi from New Zealand's North Island.,3311,356,3311,356
560,554,The closest neighbor to Fiji to the southwest is New Caledonia.,3311,356,3311,356
561,554,The closest neighbor to Fiji Fiji is Tuvalu.,1111,356,1111,356
562,554,The closest neighbors of Fiji Fiji are Samoas.,3211,356,3211,356
563,554,Fiji is located in the South Pacific Ocean.,3311,356,3311,356
564,554,Futuna is the name of Fiji's neighbor to the northeast.,3311,356,3311,356
565,554,"Along with the Samoas and Futuna, Wallis is the closest neighbor of Fiji.",3311,356,3311,356
566,554,Fiji is located in Melanesia.,3311,356,3311,356
567,554,Another name for the Republic of Fiji is Matanitu.,3211,356,3211,356
568,554,Vanuatu is the closest neighbor to Fiji Fiji.,3211,356,3211,356
569,554,Fiji is located in the North Island of New Zealand.,1311,356,1311,356
570,554,The official name of Fiji Fiji is the Republic of Fiji.,3111,356,3111,356
571,554,Wallis and Futuna is in France.,1311,356,1311,356
572,2029,Teresa was the mother of the Missionaries of Charity.,2311,358,"2311,2311,1311","358,353,356"
573,2029,"The Missionaries of Charity had over 4,500 sisters.",3311,358,"3311,3301,3301","358,353,356"
574,2029,Teresa lived in Macedonia for eighteen years.,3301,358,"3301,3301,3311","358,353,356"
575,2029,The name of the Vilayet of the Ottoman Empire was Kosovo.,3311,358,"3311,3211,1311","358,353,356"
576,2029,The name of the Roman Catholic religious congregation founded by Mother Teresa was the Missionaries of Charity.,3311,358,"3311,3311,3311","358,353,356"
577,2029,The Missionaries of Charity was Roman Catholic.,1311,358,"1311,3211,3311","358,353,356"
578,2029,The Missionaries of Charity were active in 133 countries in 2012.,3211,358,"3211,3311,3311","358,353,356"
579,2029,Mother Teresa lived in India for most of her life.,3311,358,"3311,3311,3311","358,353,356"
580,2029,Skopje is now the capital of the Republic of Macedonia.,3301,358,"3301,3301,3311","358,353,356"
581,2029,The Missionaries of Charity was founded in 1950.,3311,358,"3311,3311,3311","358,353,356"
582,2029,The Missionaries of Charity was active in 133 countries in 2012.,3311,358,"3311,3311,3311","358,353,356"
583,2029,Mother Teresa moved to Ireland after living in Macedonia for 18 years.,3311,358,"3311,3310,3311","358,353,356"
584,2029,The Kosovo Vilayet was part of the Ottoman Empire.,3311,358,"3311,3311,3311","358,353,356"
585,2029,Mother Teresa was born in Skopje.,3311,358,"3311,3311,3311","358,353,356"
586,2029,Skopje is now the capital of Macedonia.,3201,358,"3201,2301,3311","358,353,356"
587,2459,Tokyo Ghoul is the name of the film based on the manga series by Sui Ishida.,,,,
588,2459,Fumika Shimizu plays Tka Kirishima in the film.,,,,
589,2459,Kentarō Hagiwara directed Tokyo Ghoul.,,,,
590,2459,Masataka Kubota plays Ken Kaneki in the film.,,,,
591,2459,Fumika Shimizu plays Tōka Kirishima.,,,,
592,2459,Tokyo Ghoul is set to be released in Japan.,,,,
593,2459,Tokyo Ghoul is scheduled to be released in Japan on the 29th of July 2017.,,,,
594,2459,Tokyo Ghoul is Japanese.,,,,
595,2459,Masataka Kubota plays Ken Kaneki.,,,,
596,2459,Sui Ishida wrote the manga series Tokyo Ghoul.,,,,
597,2459,Tokyo Ghoul is scheduled for release in Japan by Shochiku.,,,,
598,6093,Hastert is Republican.,,,,
599,6093,One of the highest-ranking politicians in U.S. history has gone to prison.,,,,
600,6093,"Hastert was born on January 2, 1942.",,,,
601,6093,Dennis Hastert is from the United States.,,,,
602,6093,Hastert was ranked 51st in the House of Representatives from 1999 to 2007.,,,,
603,6093,Hastert was American.,,,,
604,6093,Hastert was the 51st Speaker of the United States House of Representatives in 1987.,,,,
605,6093,Dennis Hastert is from the U.S.,,,,
606,6093,Hastert served as Speaker of the House of Representatives from 1999 to 2007.,,,,
608,6093,Hastert became Speaker of the United States House of Representatives in 2007.,,,,
609,6093,Hastert was the 51st Speaker of the United States House of Representatives from 1999 to 2007.,,,,
610,6093,Dennis Hastert is the longest serving Speaker of the House in history.,,,,
611,6093,The nickname of Dennis Hastert is John Dennis Hamert.,,,,
612,3600,The Weasley family resides in the Burrow.,3311,354,3311,354
613,3600,"Along with Hermione, Harry is a member of the Gryffindor house.",3311,354,3311,354
614,3600,Ron Weasley is a member of the Weasley family.,3311,354,3311,354
