id,sentence,claims,focus,coverage,redundance,model,user,cross_focus,cross_coverage,cross_users
48,4134,"The Singing Detective was broadcast in the UK on BBC1.
The Singing Detective won a Peabody Award in 1989.
The name of the sixth episode of The Singing Detective was Clues.
The names of the six episodes of The Singing Detective were skin.
The Singing Detective was first broadcast in the UK in 1986.
PBS later broadcast The Singing Detective.
There were six episodes of The Singing Detective.
The Singing Detective won a Peabody Award in 1989.
The Singing Detective was broadcast in 1986 in the United Kingdom.
The Singing Detective was later shown on PBS in the United States.
Along with ""Lovely Days, ""Clue, ""Pitter Patter"" and ""Who Done It"", the other six episodes are ""Heat"" and ""The Other six episodes"".
The episode ""Who Done It"" of The Singing Detective won a Peabody Award in 1989.
The Singing Detective was broadcast in the UK from 16 November to 21 December.
The Singing Detective was broadcast in the UK on Sunday nights.
The name of the sixth episode of The Singing Detective was ""Lovely Days"".
The Pitter Patter episode of The Singing Detective won a Peabody Award in 1989.",,,,qacg,,,,
49,284,"Kiiara She is signed to Atlantic Records.
The name of the artist who is currently signed to Atlantic Records is Kiiara.",,,,qacg,,,,
50,3669,"Ted Kaczynski's first name was Ted KacowskiKaczynski.
Ted Kaczynski was accepted into Harvard University at age 16.
Ted Kaczynski was born and raised in Evergreen Park.
Ted Kaczynski was born and raised in Evergreen Park.
Ted Kaczynski attended Harvard University.
Ted Kaczynski's nickname was Kacowski.
Ted Kaczynski was born and raised in Illinois.",0011000,10110,0000000,qacg,356,0011000,10110,356
51,554,"Fiji is located on the North Island in New Zealand.
The closest neighbor of Fiji to the east is Tonga.
The name of New Zealand's closest neighbor is Kermadec Islands.
The official name of Fiji is Fiji.
Fiji is about 1100 nmi from New Zealand's North Island.
The closest neighbor to Fiji to the southwest is New Caledonia.
The closest neighbor to Fiji Fiji is Tuvalu.
The closest neighbors of Fiji Fiji are Samoas.
Fiji is located in the South Pacific Ocean.
Futuna is the name of Fiji's neighbor to the northeast.
Along with the Samoas and Futuna, Wallis is the closest neighbor of Fiji.
Fiji is located in Melanesia.
Another name for the Republic of Fiji is Matanitu.
Vanuatu is the closest neighbor to Fiji Fiji.
Fiji is located in the North Island of New Zealand.
The official name of Fiji Fiji is the Republic of Fiji.
Wallis and Futuna is in France.",00000000000000000,000,00000000000000000,qacg,356,00000000000000000,000,356
52,2029,"Teresa was the mother of the Missionaries of Charity.
The Missionaries of Charity had over 4,500 sisters.
Teresa lived in Macedonia for eighteen years.
The name of the Vilayet of the Ottoman Empire was Kosovo.
The name of the Roman Catholic religious congregation founded by Mother Teresa was the Missionaries of Charity.
The Missionaries of Charity was Roman Catholic.
The Missionaries of Charity were active in 133 countries in 2012.
Mother Teresa lived in India for most of her life.
Skopje is now the capital of the Republic of Macedonia.
The Missionaries of Charity was founded in 1950.
The Missionaries of Charity was active in 133 countries in 2012.
Mother Teresa moved to Ireland after living in Macedonia for 18 years.
The Kosovo Vilayet was part of the Ottoman Empire.
Mother Teresa was born in Skopje.
Skopje is now the capital of Macedonia.",001000010000000,111,000000000000000,qacg,358,"001000010000000,001000010000000,001000010000000","111,111,111","358,353,356"
53,2459,"Tokyo Ghoul is the name of the film based on the manga series by Sui Ishida.
Fumika Shimizu plays Tka Kirishima in the film.
Kentarō Hagiwara directed Tokyo Ghoul.
Masataka Kubota plays Ken Kaneki in the film.
Fumika Shimizu plays Tōka Kirishima.
Tokyo Ghoul is set to be released in Japan.
Tokyo Ghoul is scheduled to be released in Japan on the 29th of July 2017.
Tokyo Ghoul is Japanese.
Masataka Kubota plays Ken Kaneki.
Sui Ishida wrote the manga series Tokyo Ghoul.
Tokyo Ghoul is scheduled for release in Japan by Shochiku.",,,,qacg,,,,
54,6093,"Hastert is Republican.
One of the highest-ranking politicians in U.S. history has gone to prison.
Hastert was born on January 2, 1942.
Dennis Hastert is from the United States.
Hastert was ranked 51st in the House of Representatives from 1999 to 2007.
Hastert was American.
Hastert was the 51st Speaker of the United States House of Representatives in 1987.
Dennis Hastert is from the U.S.
Hastert served as Speaker of the House of Representatives from 1999 to 2007.
Hastert served as Speaker of the House of Representatives from 1999 to 2007.
Hastert became Speaker of the United States House of Representatives in 2007.
Hastert was the 51st Speaker of the United States House of Representatives from 1999 to 2007.
Dennis Hastert is the longest serving Speaker of the House in history.
The nickname of Dennis Hastert is John Dennis Hamert.",,,,qacg,,,,
55,3600,"The Weasley family resides in the Burrow.
Along with Hermione, Harry is a member of the Gryffindor house.
Ron Weasley is a member of the Weasley family.
Ron is a member of the Weasley family.
Ron's family name is Weasley.
The Burrow is located in Ottery St. Catchpole.
Along with Harry and Hermione, Ron is a member of Gryffindor.
Along with Harry, Hermione is a member of the Gryffindor house.",00111000,1000,00000000,qacg,354,00111000,1000,354
56,3414,"The name of the band's debut album was Out of Ashes.
Bennington formed the band Dead by Sunrise.
The Hunting Party was released in 2014.
The name of the album released by Linkin Park in 2010 was A Thousand Suns.
Living Things was released in 2012.
Meteora (2003) was the name of the first Linkin Park album.
The name of Linkin Park's first album was Chester BenningtonLinkin Park.
Bennington formed his own band in 2005.
Minutes to Midnight (2007) was released by Linkin Park.
The name of Bennington's band was Dead by Sunrise.
Out of Ashes was released on October 13, 2009.
Living Things was released in 2012.
A Thousand Suns was released in 2010.
The title of the fourth Linkin Park album was The Hunting Party.",,,,qacg,,,,
57,2304,"Russell Edward Brand hosted the television show Big Brother in 2004.
Russell Edward Brand's real name is Russell Brand.
Brand first gained notoriety in 2004.
Russell Brand was born on 4 June 1975.
Russell Edward Brand's nickname is Brand.
Russell Edward Brand presented to MTV.
Russell Edward Brand hosted Big Mouth in 2004.
Russell Edward Brand is of English nationality.
The real name of Russell Brand is Russell Edward Brand.
The first name of Russell Edward Brand's show was first.",,,,qacg,,,,
58,5536,"Prisoner is Australian.
Prisoner was known as Cell Block H in the United Kingdom.
The Canadian version of Prisoner was Caged Women.
Prisoner was known as Cell Block H in the United States.
Prisoner was known as Prisoner: Cell Block H in the United Kingdom.
Prisoner is set in the Wentworth Detention Centre.
Prisoner: Cell Block H was filmed in Canada.",,,,qacg,,,,
59,1298,"Ricardo Leyva Muoz Ramrez's nickname was Richard Ramirez.
Richard Ramirez died in August 1985.
Richard Ramirez Ricardo Leyva's nickname was Muñoz Ramírez.
Richard Ramirez was American.
The real name of Richard Ramirez was Ricardo Leyva.
Richard Ramirez was dubbed the Night Stalker by the media prior to his capture.
Richard Ramirez terrorized Los Angeles.
Richard Ramirez was born on February 29, 1960 - June 7, 2013.
Richard Ramirez terrorized San Francisco from June 1984 to August 1985.
Richard Ramirez's nickname was Ramirez.
Richard Ramirez was captured in June 1984.",00000010000,01110,00000000000,qacg,354,"00000010000,00000010100","01110,00010","354,356"
60,1871,"The name of the Giants is New York.
The New York Giants are American.
The New York Giants are the name of the professional football team based in the New York metropolitan area.
The name of the professional football team in New York is Giants.
Another name for the National Football League is NFL.
The NFC stands for National Football Conference.
Another name for the National Football Conference is NFC.
The name of the professional football team based in New York is New York Giants.
The New York Giants compete in the National Football League.",,,,qacg,,,,
61,1065,"Dennis Hastert belonged to the Republican party.
Hastert became Speaker of the House in 1999.
Hastert was elected to the House of Representatives in United States.
Dennis Hastert was first elected to the United States House of Representatives in 1986.
Dennis Hastert lost the house in 1980.
Dennis Hastert lost his bid for the Illinois House of Representatives in 1980.
Dennis Hastert won a seat in the Illinois House of Representatives in 1981.
Dennis Hastert lost the House of Representatives seat in 1980.
Hastert retired in 2007.
Hastert lost a 1980 bid for the Illinois House of Representatives.
Dennis Hastert lost a 1980 bid for the Illinois House of Representatives.
Dennis Hastert lost the Illinois House of Representatives seat in 1980.
Dennis Hastert was elected to the U.S. House of Representatives first.",,,,qacg,,,,
62,5149,"The area of the United Kingdom is 242500 km2.
The name of the European Union is the European union.
The 78th-largest sovereign state in the world is United Kingdom.
The United Kingdom ranks 78th as the largest sovereign state in the world.
The United Kingdom is ranked as a sovereign state in Europe.
The United Kingdom ranks 21st as the most populous country in the world.
The United Kingdom ranks fourth in densely populated countries in the EU.
The European Union's name for the densely populated country in the United Kingdom is EU.
The United Kingdom ranks in 11th in terms of size in Europe.
65.1 million people live in the United Kingdom.
The 78th-largest sovereign state in the world is the United Kingdom.",,,,qacg,,,,
63,528,"Minnesota is known for its progressive political orientation.
Before the Dakota and Ojibwe/Anishinaabe lived in Minnesota, the settlement was European.
Most European settlers emigrated to Minnesota from Scandinavia.
Most of the European settlers emigrated to Minnesota from Germany.
During the 19th and early 20th centuries a large number of European settlers entered Minnesota.
Along with the Ojibwe/Anishinaabe, Dakota tribe inhabited Minnesota before European settlement.
Along with the Dakota, Ojibwe/Anishinaabe tribes inhabited Minnesota before European settlement.",,,,qacg,,,,
64,3589,"Ghostbusters was released in 1984.
Dan Aykroyd starred in his own sitcom in 1997-98.
Dan Aykroyd starred in Ghostbusters.
Dan Aykroyd was nominated for the Academy Award for Best Supporting Actor in 1990.
Dan Aykroyd was nominated for the Academy Award for Best Supporting Actor in 1990.
Dan Aykroyd was nominated for an Academy Award for Best Supporting Actor in the film Driving Miss Daisy.
The name of the sequel to Ghostbusters was Ghostbusters II.
Dan Aykroyd starred in the sitcom Soul Man from 1997 to 1998.
Dan Aykroyd starred in the movie Ghostbusters.
Driving Miss Daisy was released in 1989.",,,,qacg,,,,
65,88,"The United States Army is the major ground-based offensive and defensive force of the United States.
The U.S. Army is a major ground-based offensive and defensive force of the United States.
The U.S. Army's mission is to fight and win nation wars.
The mission of the United States Army is the U.S. Army.",,,,qacg,,,,
66,5113,"Susan Atkins died on September 24, 2009.
Manson committed nine murders in California.
Susan Atkins was American.
Susan Atkins was a member of Charles Manson's.
Manson and his followers committed nine murders at four locations.
Manson committed nine murders in the summer of 1969.
Susan Atkins was born on May 7, 1948.
Manson's murders lasted five weeks.
The real name of Susan Atkins was Susan Denise Atkins.
Atkins was a member of Manson.
Manson committed nine murders.
Susan Denise Atkins was Susan Atkins.",,,,qacg,,,,
67,3884,"Walt Disney moved to California in the 1920s.
The name of the artist who got a job as a commercial illustrator at the age of 18 was Walt Disney.
Roy was Walt Disney's brother.
Ub Iwerks created Mickey Mouse.
Walt Disney moved to California in the early 1920s.
Walt Disney set up the Disney Brothers Studio with his brother Roy.
Walt Disney created Mickey Mouse with Ub Iwerks.
Walt Disney got a job as a commercial illustrator at the age of 18.
Walt created Mickey Mouse.
Walt Disney provided the voice for Mickey Mouse in the early years.
Mickey Mouse was created in 1928.
Mickey Mouse's first name was first.",,,,qacg,,,,
68,1778,"Futurama has won a Writers Guild of America Award one time.
Futurama has won the Environmental Media Awards for episodes ""The Problem with Popplers"" and ""The Futurama Holiday Specta"".
The name of the episode that won an Environmental Media Award was The Futurama Holiday Spectacular.
The name of the show that has been nominated for a Writers Guild of America Award is Futurama.
TV Guide ranked Futurama as one of the top 60 Greatest TV Cartoons of All Time.
Godfellas won a Writers Guild of America Award.
Futurama has won a Writers Guild of America Award two times.
Futurama has been nominated for a Writers Guild of America Award.
TV Guide ranked Futurama as one of the top 60 Greatest TV Cartoons of All Time in 2013.
TV Guide ranked Futurama as 60 Greatest TV Cartoons of All Time in 2013.
The Prisoner of Benda was the name of the episode that won a Writers Guild of America Award.
The Problem with Popplers episode won an Environmental Media Award.
Futurama has been nominated for a Nebula Award.
Futurama has been nominated for a Writers Guild of America Award four times.",,,,qacg,,,,
